Variable,Group_By,Group_Levels,N,Mean,SD,SE,Min,Max,CI_Lower,CI_Upper
FTL,Formulation x Plasticizer,I_Gliserol,3,13.188888888888888,0.07698003589194855,0.04444444444444355,13.1,13.233333333333333,13.101777777777778,13.275999999999998
FTL,Formulation x Plasticizer,I_Sorbitol,3,13.766666666666666,0.033333333333336324,0.019245008972989253,13.73333333333333,13.800000000000004,13.728946449079606,13.804386884253725
FTL,Formulation x Plasticizer,J_Gliserol,3,8.350000000000001,0.06614378277661721,0.03818813079130008,8.274999999999999,8.400000000000002,8.275151263649054,8.424848736350949
FTL,Formulation x Plasticizer,J_Sorbitol,3,9.916666666666663,0.05773502691896083,0.03333333333333233,9.849999999999998,9.949999999999998,9.851333333333331,9.981999999999994
FTL,Formulation x Plasticizer,K_Gliserol,3,3.680000000000002,0.09165151389911344,0.05291502622128987,3.5800000000000054,3.759999999999999,3.576286548606274,3.78371345139373
FTL,Formulation x Plasticizer,K_Sorbitol,3,4.006666666666663,0.023094010767584924,0.013333333333333273,3.979999999999997,4.019999999999997,3.98053333333333,4.032799999999996
FTL,Formulation x Plasticizer,L_Gliserol,3,2.2611111111111115,0.04811252243246525,0.027777777777775722,2.2333333333333356,2.316666666666663,2.206666666666671,2.315555555555552
FTL,Formulation x Plasticizer,L_Sorbitol,3,3.4166666666666665,0.10408329997330458,0.06009252125773197,3.300000000000003,3.4999999999999996,3.2988853250015118,3.5344480083318213
FTL,CMC x PVA x Plasticizer,1.0_0.0_Gliserol,3,14.333333333333348,0.4041451884327357,0.233333333333332,13.900000000000023,14.700000000000024,13.876000000000017,14.790666666666679
FTL,CMC x PVA x Plasticizer,1.0_0.0_Sorbitol,3,14.966666666666654,0.15275252316521032,0.08819171036882872,14.799999999999969,15.1,14.79381091434375,15.139522418989559
FTL,CMC x PVA x Plasticizer,1.0_1.0_Gliserol,3,8.166666666666666,0.15275252316519583,0.08819171036882037,7.9999999999999964,8.299999999999997,7.993810914343778,8.339522418989555
FTL,CMC x PVA x Plasticizer,1.0_1.0_Sorbitol,3,6.183333333333333,0.20816659994661357,0.1201850425154665,5.949999999999999,6.35,5.947770650003019,6.418896016663647
FTL,CMC x PVA x Plasticizer,1.0_2.0_Gliserol,3,4.888888888888886,0.08388704928078813,0.04843221048378644,4.799999999999996,4.966666666666667,4.793961756340664,4.983816021437107
FTL,CMC x PVA x Plasticizer,1.0_2.0_Sorbitol,3,2.7555555555555578,0.08388704928078763,0.048432210483786146,2.6666666666666687,2.8333333333333393,2.6606284230073367,2.850482688103779
FTL,CMC x PVA x Plasticizer,1.0_3.0_Gliserol,3,2.241666666666666,0.07216878364870329,0.041666666666666706,2.1999999999999966,2.3249999999999993,2.1599999999999993,2.3233333333333324
FTL,CMC x PVA x Plasticizer,1.0_3.0_Sorbitol,3,2.975,0.024999999999997247,0.014433756729739055,2.950000000000003,2.9999999999999973,2.9467098368097115,3.0032901631902886
FTL,CMC x PVA x Plasticizer,2.0_0.0_Gliserol,3,4.566666666666667,0.10408329997330781,0.06009252125773384,4.449999999999998,4.649999999999999,4.448885325001509,4.684448008331826
FTL,CMC x PVA x Plasticizer,2.0_0.0_Sorbitol,3,9.049999999999999,0.22912878474778361,0.13228756555322468,8.800000000000008,9.249999999999991,8.790716371515678,9.30928362848432
FTL,CMC x PVA x Plasticizer,2.0_1.0_Gliserol,3,9.911111111111106,0.13471506281091294,0.07777777777777793,9.766666666666664,10.033333333333331,9.758666666666661,10.063555555555551
FTL,CMC x PVA x Plasticizer,2.0_1.0_Sorbitol,3,8.899999999999999,0.05773502691895827,0.03333333333333085,8.833333333333337,8.933333333333334,8.83466666666667,8.965333333333326
FTL,CMC x PVA x Plasticizer,2.0_2.0_Gliserol,3,5.466666666666666,0.028867513459476444,0.01666666666666387,5.449999999999999,5.499999999999994,5.434000000000005,5.499333333333327
FTL,CMC x PVA x Plasticizer,2.0_2.0_Sorbitol,3,3.7500000000000013,0.09013878188659837,0.05204164998665253,3.650000000000003,3.8250000000000006,3.6479983660261626,3.85200163397384
FTL,CMC x PVA x Plasticizer,2.0_3.0_Gliserol,3,2.3333333333333326,0.05033222956847284,0.029059326290271834,2.2799999999999976,2.38,2.2763770538043997,2.3902896128622655
FTL,CMC x PVA x Plasticizer,2.0_3.0_Sorbitol,3,2.8600000000000017,0.03999999999999776,0.023094010767583738,2.8200000000000047,2.9000000000000004,2.8147357388955374,2.905264261104466
FTL,CMC x PVA x Plasticizer,3.0_0.0_Gliserol,3,13.188888888888888,0.07698003589194855,0.04444444444444355,13.1,13.233333333333333,13.101777777777778,13.275999999999998
FTL,CMC x PVA x Plasticizer,3.0_0.0_Sorbitol,3,13.766666666666666,0.033333333333336324,0.019245008972989253,13.73333333333333,13.800000000000004,13.728946449079606,13.804386884253725
FTL,CMC x PVA x Plasticizer,3.0_1.0_Gliserol,3,8.350000000000001,0.06614378277661721,0.03818813079130008,8.274999999999999,8.400000000000002,8.275151263649054,8.424848736350949
FTL,CMC x PVA x Plasticizer,3.0_1.0_Sorbitol,3,9.916666666666663,0.05773502691896083,0.03333333333333233,9.849999999999998,9.949999999999998,9.851333333333331,9.981999999999994
FTL,CMC x PVA x Plasticizer,3.0_2.0_Gliserol,3,3.680000000000002,0.09165151389911344,0.05291502622128987,3.5800000000000054,3.759999999999999,3.576286548606274,3.78371345139373
FTL,CMC x PVA x Plasticizer,3.0_2.0_Sorbitol,3,4.006666666666663,0.023094010767584924,0.013333333333333273,3.979999999999997,4.019999999999997,3.98053333333333,4.032799999999996
FTL,CMC x PVA x Plasticizer,3.0_3.0_Gliserol,3,2.2611111111111115,0.04811252243246525,0.027777777777775722,2.2333333333333356,2.316666666666663,2.206666666666671,2.315555555555552
FTL,CMC x PVA x Plasticizer,3.0_3.0_Sorbitol,3,3.4166666666666665,0.10408329997330458,0.06009252125773197,3.300000000000003,3.4999999999999996,3.2988853250015118,3.5344480083318213
