Variable,Group_By,Group_Levels,N,Mean,SD,SE,Min,Max,CI_Lower,CI_Upper
Opasitas,CMC,1,18,1.4603239566452946,0.2761331248225246,0.06508520169074618,0.9333333333333336,1.8333333333333337,1.332756961331432,1.587890951959157
Opasitas,CMC,2,15,1.9175642466734415,0.0756290063027741,0.019527325460057324,1.8163265306122447,2.057142857142857,1.8792906887717291,1.9558378045751539
Opasitas,CMC,3,18,2.382643732448336,0.16009889751360998,0.037735672030787905,2.128571428571428,2.638888888888889,2.3086818152679918,2.4566056496286803
Opasitas,PVA,1,15,1.8176016759237115,0.3658763640568138,0.09446887098419744,1.3125,2.301369863013699,1.6324426887946846,2.0027606630527384
Opasitas,PVA,2,18,1.950421788114929,0.3462716297619445,0.08161700584572949,1.5047619047619047,2.4494949494949494,1.7904524566572992,2.110391119572559
Opasitas,PVA,3,18,1.975848043270143,0.5597121312427146,0.13192541450469947,0.9333333333333336,2.638888888888889,1.7172742308409321,2.2344218556993543
Opasitas,Plasticizer,Gliserol,27,1.8770099683401487,0.509822077523678,0.09811530456570325,0.9333333333333336,2.638888888888889,1.6847039713913703,2.069315965288927
Opasitas,Plasticizer,Sorbitol,24,1.9690672066084567,0.3363954705338274,0.06866643788261093,1.469879518072289,2.5473684210526315,1.8344809883585393,2.1036534248583743
Opasitas,Formulation,B,6,1.4240712851405624,0.08240561621455338,0.03364195194421261,1.3125,1.5180722891566265,1.3581330593299057,1.490009510951219
Opasitas,Formulation,C,6,1.5776942355889725,0.06250126097182118,0.025516032943581762,1.5047619047619047,1.6578947368421053,1.5276828110195522,1.6277056601583928
Opasitas,Formulation,D,6,1.3792063492063493,0.47174896920617637,0.19259071020651108,0.9333333333333336,1.8333333333333337,1.0017285572015875,1.7566841412111112
Opasitas,Formulation,F,3,1.8367346938775508,0.020408163265306145,0.011782658554890335,1.8163265306122447,1.857142857142857,1.8136406831099658,1.8598287046451358
Opasitas,Formulation,G,6,1.887536873156342,0.042871922720228196,0.01750238915943201,1.8407079646017697,1.9583333333333333,1.8532321904038553,1.9218415559088287
Opasitas,Formulation,H,6,1.988006396588486,0.05526440009802487,0.022561596863529598,1.921641791044776,2.057142857142857,1.9437856667359679,2.032227126441004
Opasitas,Formulation,J,6,2.2015655577299413,0.06995137674685899,0.028557529972498802,2.128571428571428,2.301369863013699,2.1455927989838437,2.257538316476039
Opasitas,Formulation,K,6,2.386034255599473,0.05256478537201855,0.021459483766726448,2.3043478260869565,2.4494949494949494,2.343973667416689,2.428094843782257
Opasitas,Formulation,L,6,2.5603313840155946,0.04735967639222621,0.019334506924048124,2.5105263157894737,2.638888888888889,2.52243575044446,2.598227017586729
Opasitas,Formulation x Plasticizer,B_Gliserol,3,1.3541666666666667,0.041666666666666824,0.024056261216234498,1.3125,1.3958333333333337,1.307016394682847,1.4013169386504865
Opasitas,Formulation x Plasticizer,B_Sorbitol,3,1.4939759036144578,0.024096385542168752,0.013912054679268137,1.469879518072289,1.5180722891566265,1.4667082764430923,1.5212435307858232
Opasitas,Formulation x Plasticizer,C_Gliserol,3,1.5238095238095237,0.01904761904761912,0.010997147984564342,1.5047619047619047,1.542857142857143,1.5022551137597777,1.5453639338592697
Opasitas,Formulation x Plasticizer,C_Sorbitol,3,1.631578947368421,0.026315789473684292,0.015193428136569147,1.6052631578947367,1.6578947368421053,1.6017998282207455,1.6613580665160965
Opasitas,Formulation x Plasticizer,D_Gliserol,3,0.948888888888889,0.016777409856157156,0.009686442096757016,0.9333333333333336,0.9666666666666668,0.9299034623792453,0.9678743153985327
Opasitas,Formulation x Plasticizer,D_Sorbitol,3,1.8095238095238095,0.023809523809523975,0.013746434980705472,1.7857142857142858,1.8333333333333337,1.7825807969616267,1.8364668220859923
Opasitas,Formulation x Plasticizer,F_Gliserol,3,1.8367346938775508,0.020408163265306145,0.011782658554890335,1.8163265306122447,1.857142857142857,1.8136406831099658,1.8598287046451358
Opasitas,Formulation x Plasticizer,G_Gliserol,3,1.9166666666666667,0.04166666666666666,0.024056261216234404,1.875,1.9583333333333333,1.8695163946828472,1.9638169386504862
Opasitas,Formulation x Plasticizer,G_Sorbitol,3,1.8584070796460175,0.01769911504424787,0.010218588835214664,1.8407079646017697,1.8761061946902653,1.8383786455289968,1.8784355137630382
Opasitas,Formulation x Plasticizer,H_Gliserol,3,2.035714285714285,0.02142857142857152,0.01237179148263489,2.014285714285714,2.057142857142857,2.0114655744083207,2.0599629970202495
Opasitas,Formulation x Plasticizer,H_Sorbitol,3,1.9402985074626864,0.0186567164179105,0.01077146024607514,1.921641791044776,1.958955223880597,1.919186445380379,1.9614105695449937
Opasitas,Formulation x Plasticizer,J_Gliserol,3,2.26027397260274,0.04109589041095907,0.02372672339135458,2.219178082191781,2.301369863013699,2.213769594755685,2.306778350449795
Opasitas,Formulation x Plasticizer,J_Sorbitol,3,2.142857142857143,0.014285714285714513,0.008247860988423356,2.128571428571428,2.157142857142857,2.126691335319833,2.1590229503944527
Opasitas,Formulation x Plasticizer,K_Gliserol,3,2.424242424242424,0.025252525252525415,0.01457955225226337,2.398989898989899,2.4494949494949494,2.3956665018279875,2.4528183466568603
