Sheet,Response,Formulation,Replicate,CMC,PVA,Plasticizer,source_file,source_sheet,source_block,source_row,Value
Kelarutan Matriks,Formability,E,2.0,2.0,0.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,17,
Kelarutan Matriks,Formability,E,3.0,2.0,0.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,18,
Kelarutan Matriks,Formability,F,1.0,2.0,1.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,19,
Kelarutan Matriks,Formability,F,2.0,2.0,1.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,20,
Kelarutan Matriks,Formability,F,3.0,2.0,1.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,21,
Kelarutan Matriks,Formability,G,1.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,22,ü
Kelarutan Matriks,Formability,G,2.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,23,ü
Kelarutan Matriks,Formability,G,3.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,24,ü
Kelarutan Matriks,Formability,H,1.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,25,ü
Kelarutan Matriks,Formability,H,2.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,26,ü
Kelarutan Matriks,Formability,H,3.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,27,ü
Kelarutan Matriks,Formability,I,1.0,3.0,0.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,28,
Kelarutan Matriks,Formability,I,2.0,3.0,0.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,29,
Kelarutan Matriks,Formability,I,3.0,3.0,0.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,30,
Kelarutan Matriks,Formability,J,1.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,31,ü
Kelarutan Matriks,Formability,J,2.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,32,ü
Kelarutan Matriks,Formability,J,3.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,33,ü
Kelarutan Matriks,Formability,K,1.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,34,ü
Kelarutan Matriks,Formability,K,2.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,35,ü
Kelarutan Matriks,Formability,K,3.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,36,ü
Kelarutan Matriks,Formability,L,1.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,37,ü
Kelarutan Matriks,Formability,L,2.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,38,ü
Kelarutan Matriks,Formability,L,3.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Sorbitol,39,ü
Kelarutan Matriks,Formability,L,,3.0,3.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,43,True
Kelarutan Matriks,Formability,A,1.0,1.0,0.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,44,
Kelarutan Matriks,Formability,A,2.0,1.0,0.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,45,
Kelarutan Matriks,Formability,A,3.0,1.0,0.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,46,
Kelarutan Matriks,Formability,B,1.0,1.0,1.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,47,ü
Kelarutan Matriks,Formability,B,2.0,1.0,1.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,48,ü
Kelarutan Matriks,Formability,B,3.0,1.0,1.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,49,ü
Kelarutan Matriks,Formability,C,1.0,1.0,2.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,50,ü
Kelarutan Matriks,Formability,C,2.0,1.0,2.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,51,ü
Kelarutan Matriks,Formability,C,3.0,1.0,2.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,52,ü
Kelarutan Matriks,Formability,D,1.0,1.0,3.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,53,ü
Kelarutan Matriks,Formability,D,2.0,1.0,3.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,54,ü
Kelarutan Matriks,Formability,D,3.0,1.0,3.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,55,ü
Kelarutan Matriks,Formability,E,1.0,2.0,0.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,56,
Kelarutan Matriks,Formability,E,2.0,2.0,0.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,57,
Kelarutan Matriks,Formability,E,3.0,2.0,0.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,58,
Kelarutan Matriks,Formability,F,1.0,2.0,1.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,59,ü
Kelarutan Matriks,Formability,F,2.0,2.0,1.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,60,ü
Kelarutan Matriks,Formability,F,3.0,2.0,1.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,61,ü
Kelarutan Matriks,Formability,G,1.0,2.0,2.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,62,ü
Kelarutan Matriks,Formability,G,2.0,2.0,2.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,63,ü
Kelarutan Matriks,Formability,G,3.0,2.0,2.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,64,ü
Kelarutan Matriks,Formability,H,1.0,2.0,3.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,65,ü
Kelarutan Matriks,Formability,H,2.0,2.0,3.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,66,ü
Kelarutan Matriks,Formability,H,3.0,2.0,3.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,67,ü
Kelarutan Matriks,Formability,I,1.0,3.0,0.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,68,
Kelarutan Matriks,Formability,I,2.0,3.0,0.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,69,
Kelarutan Matriks,Formability,I,3.0,3.0,0.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,70,
Kelarutan Matriks,Formability,J,1.0,3.0,1.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,71,ü
Kelarutan Matriks,Formability,J,2.0,3.0,1.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,72,ü
Kelarutan Matriks,Formability,J,3.0,3.0,1.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,73,ü
Kelarutan Matriks,Formability,K,1.0,3.0,2.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,74,ü
Kelarutan Matriks,Formability,K,2.0,3.0,2.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,75,ü
Kelarutan Matriks,Formability,K,3.0,3.0,2.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,76,ü
Kelarutan Matriks,Formability,L,1.0,3.0,3.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,77,ü
Kelarutan Matriks,Formability,L,2.0,3.0,3.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,78,ü
Kelarutan Matriks,Formability,L,3.0,3.0,3.0,Gliserol,pengujian (ANOVA)_Kelarutan_Matriks,Kelarutan Matriks,Gliserol,79,ü
Opasitas,Opasitas,B,1.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,3,1.4939759036144578
Opasitas,Opasitas,B,2.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,4,1.5180722891566265
Opasitas,Opasitas,B,3.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,5,1.469879518072289
Opasitas,Opasitas,C,1.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,6,1.631578947368421
Opasitas,Opasitas,C,2.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,7,1.6578947368421053
Opasitas,Opasitas,C,3.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,8,1.6052631578947367
Opasitas,Opasitas,D,1.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,9,1.8095238095238095
Opasitas,Opasitas,D,2.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,10,1.8333333333333337
Opasitas,Opasitas,D,3.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,11,1.7857142857142858
Opasitas,Opasitas,G,1.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,12,1.8584070796460177
Opasitas,Opasitas,G,2.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,13,1.8761061946902653
Opasitas,Opasitas,G,3.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,14,1.8407079646017697
Opasitas,Opasitas,H,1.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,15,1.9402985074626864
Opasitas,Opasitas,H,2.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,16,1.958955223880597
Opasitas,Opasitas,H,3.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,17,1.921641791044776
Opasitas,Opasitas,J,1.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,18,2.142857142857143
Opasitas,Opasitas,J,2.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,19,2.157142857142857
Opasitas,Opasitas,J,3.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,20,2.128571428571428
Opasitas,Opasitas,K,1.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,21,2.347826086956522
Opasitas,Opasitas,K,2.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,22,2.3043478260869565
Opasitas,Opasitas,K,3.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,23,2.391304347826087
Opasitas,Opasitas,L,1.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,24,2.526315789473684
Opasitas,Opasitas,L,2.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,25,2.5473684210526315
Opasitas,Opasitas,L,3.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_Opasitas,Opasitas,Sorbitol,26,2.5105263157894737
Opasitas,Opasitas,B,1.0,1.0,1.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,30,1.3541666666666667
Opasitas,Opasitas,B,2.0,1.0,1.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,31,1.3958333333333337
Opasitas,Opasitas,B,3.0,1.0,1.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,32,1.3125
Opasitas,Opasitas,C,1.0,1.0,2.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,33,1.523809523809524
Opasitas,Opasitas,C,2.0,1.0,2.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,34,1.542857142857143
Opasitas,Opasitas,C,3.0,1.0,2.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,35,1.5047619047619047
Opasitas,Opasitas,D,1.0,1.0,3.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,36,0.9466666666666668
Opasitas,Opasitas,D,2.0,1.0,3.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,37,0.9666666666666668
Opasitas,Opasitas,D,3.0,1.0,3.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,38,0.9333333333333336
Opasitas,Opasitas,F,1.0,2.0,1.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,39,1.8367346938775508
Opasitas,Opasitas,F,2.0,2.0,1.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,40,1.857142857142857
Opasitas,Opasitas,F,3.0,2.0,1.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,41,1.8163265306122447
Opasitas,Opasitas,G,1.0,2.0,2.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,42,1.9166666666666667
Opasitas,Opasitas,G,2.0,2.0,2.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,43,1.9583333333333333
Opasitas,Opasitas,G,3.0,2.0,2.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,44,1.875
Opasitas,Opasitas,H,1.0,2.0,3.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,45,2.035714285714285
Opasitas,Opasitas,H,2.0,2.0,3.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,46,2.057142857142857
Opasitas,Opasitas,H,3.0,2.0,3.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,47,2.014285714285714
Opasitas,Opasitas,J,1.0,3.0,1.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,48,2.26027397260274
Opasitas,Opasitas,J,2.0,3.0,1.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,49,2.301369863013699
Opasitas,Opasitas,J,3.0,3.0,1.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,50,2.219178082191781
Opasitas,Opasitas,K,1.0,3.0,2.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,51,2.424242424242424
Opasitas,Opasitas,K,2.0,3.0,2.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,52,2.4494949494949494
Opasitas,Opasitas,K,3.0,3.0,2.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,53,2.398989898989899
Opasitas,Opasitas,L,1.0,3.0,3.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,54,2.592592592592593
Opasitas,Opasitas,L,2.0,3.0,3.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,55,2.638888888888889
Opasitas,Opasitas,L,3.0,3.0,3.0,Gliserol,pengujian (ANOVA)_Opasitas,Opasitas,Gliserol,56,2.5462962962962967
Solubilitas,Solubilitas,B,1.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,3,0.6202531645569617
Solubilitas,Solubilitas,B,2.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,4,0.617283950617285
Solubilitas,Solubilitas,B,3.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,5,0.6351351351351363
Solubilitas,Solubilitas,C,1.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,6,0.5918367346938772
Solubilitas,Solubilitas,C,2.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,7,0.6041666666666686
Solubilitas,Solubilitas,C,3.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,8,0.5918367346938772
Solubilitas,Solubilitas,D,1.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,9,0.3813559322033902
Solubilitas,Solubilitas,D,2.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,10,0.3750000000000003
Solubilitas,Solubilitas,D,3.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,11,0.3697478991596642
Solubilitas,Solubilitas,G,1.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,12,0.5217391304347838
Solubilitas,Solubilitas,G,2.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,13,0.5289855072463773
Solubilitas,Solubilitas,G,3.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,14,0.5214285714285702
Solubilitas,Solubilitas,H,1.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,15,0.3359375000000003
Solubilitas,Solubilitas,H,2.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,16,0.3333333333333327
Solubilitas,Solubilitas,H,3.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,17,0.3333333333333327
Solubilitas,Solubilitas,J,1.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,18,0.4032786885245903
Solubilitas,Solubilitas,J,2.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,19,0.3933333333333327
Solubilitas,Solubilitas,J,3.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,20,0.4072847682119203
Solubilitas,Solubilitas,K,1.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,21,0.345
Solubilitas,Solubilitas,K,2.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,22,0.3383084577114428
Solubilitas,Solubilitas,K,3.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,23,0.3399999999999994
Solubilitas,Solubilitas,L,1.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,24,0.3177083333333333
Solubilitas,Solubilitas,L,2.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,25,0.3177083333333333
Solubilitas,Solubilitas,L,3.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_Solubilitas,Solubilitas,Sorbitol,26,0.3157894736842111
Solubilitas,Solubilitas,B,1.0,1.0,1.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,30,0.6886792452830155
Solubilitas,Solubilitas,B,2.0,1.0,1.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,31,0.6822429906542054
Solubilitas,Solubilitas,B,3.0,1.0,1.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,32,0.6886792452830196
Solubilitas,Solubilitas,C,1.0,1.0,2.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,33,0.5789473684210523
Solubilitas,Solubilitas,C,2.0,1.0,2.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,34,0.5740740740740716
Solubilitas,Solubilitas,C,3.0,1.0,2.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,35,0.5689655172413809
Solubilitas,Solubilitas,D,1.0,1.0,3.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,36,0.5263157894736837
Solubilitas,Solubilitas,D,2.0,1.0,3.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,37,0.5352112676056318
Solubilitas,Solubilitas,D,3.0,1.0,3.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,38,0.5384615384615409
Solubilitas,Solubilitas,F,1.0,2.0,1.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,39,0.6449704142011845
Solubilitas,Solubilitas,F,2.0,2.0,1.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,40,0.6449704142011832
Solubilitas,Solubilitas,F,3.0,2.0,1.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,41,0.6529411764705899
Solubilitas,Solubilitas,G,1.0,2.0,2.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,42,0.562500000000001
Solubilitas,Solubilitas,G,2.0,2.0,2.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,43,0.5555555555555551
Solubilitas,Solubilitas,G,3.0,2.0,2.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,44,0.5432098765432081
Solubilitas,Solubilitas,H,1.0,2.0,3.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,45,0.513513513513516
Solubilitas,Solubilitas,H,2.0,2.0,3.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,46,0.5256410256410267
Solubilitas,Solubilitas,H,3.0,2.0,3.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,47,0.5263157894736837
Solubilitas,Solubilitas,J,1.0,3.0,1.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,48,0.6648936170212769
Solubilitas,Solubilitas,J,2.0,3.0,1.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,49,0.6631016042780752
Solubilitas,Solubilitas,J,3.0,3.0,1.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,50,0.6648936170212769
Solubilitas,Solubilitas,K,1.0,3.0,2.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,51,0.5094339622641505
Solubilitas,Solubilitas,K,2.0,3.0,2.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,52,0.5096774193548411
Solubilitas,Solubilitas,K,3.0,3.0,2.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,53,0.5031055900621114
Solubilitas,Solubilitas,L,1.0,3.0,3.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,54,0.5531914893617017
Solubilitas,Solubilitas,L,2.0,3.0,3.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,55,0.5543478260869573
Solubilitas,Solubilitas,L,3.0,3.0,3.0,Gliserol,pengujian (ANOVA)_Solubilitas,Solubilitas,Gliserol,56,0.5473684210526347
WVTR,WVTR,B,1.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,3,12.992251226485246
WVTR,WVTR,B,2.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,4,11.548667756874066
WVTR,WVTR,B,3.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,5,12.118887521193257
WVTR,WVTR,C,1.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,6,10.82687602207104
WVTR,WVTR,C,2.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,7,12.270459491677093
WVTR,WVTR,C,3.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,8,11.017766318618635
WVTR,WVTR,D,1.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,9,7.21791734804565
WVTR,WVTR,D,2.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,10,6.496125613242623
WVTR,WVTR,D,3.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,11,5.774333878439597
WVTR,WVTR,G,1.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,12,11.548667756879194
WVTR,WVTR,G,2.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,13,10.105084287268014
WVTR,WVTR,G,3.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,14,11.361457051120356
WVTR,WVTR,H,1.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,15,5.774333878439597
WVTR,WVTR,H,2.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,16,6.496125613242623
WVTR,WVTR,H,3.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,17,5.508883159311765
WVTR,WVTR,J,1.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,18,8.661500817656831
WVTR,WVTR,J,2.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,19,7.21791734804565
WVTR,WVTR,J,3.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,20,7.939709082853805
WVTR,WVTR,K,1.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,21,6.496125613242623
