Sheet,Response,Formulation,Replicate,CMC,PVA,Plasticizer,source_file,source_sheet,source_block,source_row,Value
WVTR,WVTR,K,2.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,22,5.774333878439597
WVTR,WVTR,K,3.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,23,7.574304700745111
WVTR,WVTR,L,1.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,24,5.774333878439597
WVTR,WVTR,L,2.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,25,4.820272764394736
WVTR,WVTR,L,3.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_WVTR,WVTR,Sorbitol,26,6.496125613242623
WVTR,WVTR,B,1.0,1.0,1.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,30,14.391178931422708
WVTR,WVTR,B,2.0,1.0,1.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,31,14.460818293184207
WVTR,WVTR,B,3.0,1.0,1.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,32,12.992251226480118
WVTR,WVTR,C,1.0,1.0,2.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,33,12.992251226485246
WVTR,WVTR,C,2.0,1.0,2.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,34,11.361457051120356
WVTR,WVTR,C,3.0,1.0,2.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,35,11.548667756874066
WVTR,WVTR,D,1.0,1.0,3.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,36,11.017766318618635
WVTR,WVTR,D,2.0,1.0,3.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,37,10.105084287268014
WVTR,WVTR,D,3.0,1.0,3.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,38,11.361457051120356
WVTR,WVTR,F,1.0,2.0,1.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,39,13.7140429612934
WVTR,WVTR,F,2.0,2.0,1.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,40,12.27045949168222
WVTR,WVTR,F,3.0,2.0,1.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,41,13.772207898272072
WVTR,WVTR,G,1.0,2.0,2.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,42,12.118887521193257
WVTR,WVTR,G,2.0,2.0,2.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,43,10.82687602207104
WVTR,WVTR,G,3.0,2.0,2.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,44,12.27045949168222
WVTR,WVTR,H,1.0,2.0,3.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,45,10.105084287262883
WVTR,WVTR,H,2.0,2.0,3.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,46,11.017766318618635
WVTR,WVTR,H,3.0,2.0,3.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,47,10.60402658104746
WVTR,WVTR,J,1.0,3.0,1.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,48,12.992251226485246
WVTR,WVTR,J,2.0,3.0,1.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,49,14.435834696096428
WVTR,WVTR,J,3.0,3.0,1.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,50,13.083597503359936
WVTR,WVTR,K,1.0,3.0,2.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,51,10.60402658104746
WVTR,WVTR,K,2.0,3.0,2.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,52,10.82687602206591
WVTR,WVTR,K,3.0,3.0,2.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,53,9.383292552459858
WVTR,WVTR,L,1.0,3.0,3.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,54,10.329155923701608
WVTR,WVTR,L,2.0,3.0,3.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,55,11.361457051120356
WVTR,WVTR,L,3.0,3.0,3.0,Gliserol,pengujian (ANOVA)_WVTR,WVTR,Gliserol,56,10.105084287268014
UTS & elong,UTS,B,1.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,3,0.3012048192771084
UTS & elong,UTS,B,2.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,4,0.36144578313253
UTS & elong,UTS,B,3.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,5,0.180722891566265
UTS & elong,UTS,C,1.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,6,1.0526315789473684
UTS & elong,UTS,C,2.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,7,1.5789473684210529
UTS & elong,UTS,C,3.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,8,1.0526315789473684
UTS & elong,UTS,D,1.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,9,3.333333333333333
UTS & elong,UTS,D,2.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,10,4.285714285714286
UTS & elong,UTS,D,3.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,11,4.761904761904762
UTS & elong,UTS,G,1.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,12,1.7699115044247786
UTS & elong,UTS,G,2.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,13,1.7699115044247786
UTS & elong,UTS,G,3.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,14,0.8849557522123893
UTS & elong,UTS,H,1.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,15,1.8656716417910448
UTS & elong,UTS,H,2.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,16,1.4925373134328357
UTS & elong,UTS,H,3.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,17,1.4925373134328357
UTS & elong,UTS,J,1.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,18,0.9523809523809524
UTS & elong,UTS,J,2.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,19,0.4761904761904761
UTS & elong,UTS,J,3.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,20,0.9523809523809524
UTS & elong,UTS,K,1.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,21,2.6086956521739126
UTS & elong,UTS,K,2.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,22,1.7391304347826084
UTS & elong,UTS,K,3.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,23,1.7391304347826084
UTS & elong,UTS,L,1.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,24,2.6315789473684212
UTS & elong,UTS,L,2.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,25,2.1052631578947367
UTS & elong,UTS,L,3.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,26,2.1052631578947367
UTS & elong,UTS,B,1.0,1.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,31,0.9375
UTS & elong,UTS,B,2.0,1.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,32,1.5416666666666667
UTS & elong,UTS,B,3.0,1.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,33,0.2083333333333333
UTS & elong,UTS,C,1.0,1.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,34,0.9523809523809524
UTS & elong,UTS,C,2.0,1.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,35,0.9523809523809524
UTS & elong,UTS,C,3.0,1.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,36,0.9523809523809524
UTS & elong,UTS,D,1.0,1.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,37,3.3333333333333335
UTS & elong,UTS,D,2.0,1.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,38,3.3333333333333335
UTS & elong,UTS,D,3.0,1.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,39,2.6666666666666665
UTS & elong,UTS,F,1.0,2.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,40,2.1052631578947367
UTS & elong,UTS,F,2.0,2.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,41,2.1052631578947367
UTS & elong,UTS,F,3.0,2.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,42,2.1052631578947367
UTS & elong,UTS,G,1.0,2.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,43,0.8333333333333334
UTS & elong,UTS,G,2.0,2.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,44,1.6666666666666667
UTS & elong,UTS,G,3.0,2.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,45,0.8333333333333334
UTS & elong,UTS,H,1.0,2.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,46,2.142857142857143
UTS & elong,UTS,H,2.0,2.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,47,1.4285714285714284
UTS & elong,UTS,H,3.0,2.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,48,2.142857142857143
UTS & elong,UTS,J,1.0,3.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,49,1.36986301369863
UTS & elong,UTS,J,2.0,3.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,50,1.36986301369863
UTS & elong,UTS,J,3.0,3.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,51,1.36986301369863
UTS & elong,UTS,K,1.0,3.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,52,0.5050505050505051
UTS & elong,UTS,K,2.0,3.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,53,0.5050505050505051
UTS & elong,UTS,K,3.0,3.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,54,0.5050505050505051
UTS & elong,UTS,L,1.0,3.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,55,0.9259259259259258
UTS & elong,UTS,L,2.0,3.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,56,0.9259259259259258
UTS & elong,UTS,L,3.0,3.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,57,0.9259259259259258
UTS & elong,Elongasi,B,1.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,3,16.666666666666664
UTS & elong,Elongasi,B,2.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,4,34.22222222222222
UTS & elong,Elongasi,B,3.0,1.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,5,37.0
UTS & elong,Elongasi,C,1.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,6,56.666666666666664
UTS & elong,Elongasi,C,2.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,7,69.55555555555556
UTS & elong,Elongasi,C,3.0,1.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,8,34.44444444444444
UTS & elong,Elongasi,D,1.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,9,114.55555555555554
UTS & elong,Elongasi,D,2.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,10,207.33333333333331
UTS & elong,Elongasi,D,3.0,1.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,11,276.3333333333333
UTS & elong,Elongasi,G,1.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,12,71.11111111111111
UTS & elong,Elongasi,G,2.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,13,61.77777777777778
UTS & elong,Elongasi,G,3.0,2.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,14,54.77777777777777
UTS & elong,Elongasi,H,1.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,15,114.0
UTS & elong,Elongasi,H,2.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,16,170.66666666666666
UTS & elong,Elongasi,H,3.0,2.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,17,134.77777777777777
UTS & elong,Elongasi,J,1.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,18,104.55555555555556
UTS & elong,Elongasi,J,2.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,19,40.77777777777778
UTS & elong,Elongasi,J,3.0,3.0,1.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,20,70.77777777777779
UTS & elong,Elongasi,K,1.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,21,55.77777777777778
UTS & elong,Elongasi,K,2.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,22,81.44444444444444
UTS & elong,Elongasi,K,3.0,3.0,2.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,23,63.33333333333333
UTS & elong,Elongasi,L,1.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,24,66.11111111111111
UTS & elong,Elongasi,L,2.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,25,105.88888888888889
UTS & elong,Elongasi,L,3.0,3.0,3.0,Sorbitol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Sorbitol,26,142.55555555555557
UTS & elong,Elongasi,B,1.0,1.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,31,38.0
UTS & elong,Elongasi,B,2.0,1.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,32,46.333333333333336
UTS & elong,Elongasi,B,3.0,1.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,33,31.444444444444446
UTS & elong,Elongasi,C,1.0,1.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,34,88.88888888888889
UTS & elong,Elongasi,C,2.0,1.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,35,84.0
UTS & elong,Elongasi,C,3.0,1.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,36,90.0
UTS & elong,Elongasi,D,1.0,1.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,37,366.55555555555554
UTS & elong,Elongasi,D,2.0,1.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,38,227.22222222222223
UTS & elong,Elongasi,D,3.0,1.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,39,323.11111111111114
UTS & elong,Elongasi,F,1.0,2.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,40,128.66666666666666
UTS & elong,Elongasi,F,2.0,2.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,41,161.11111111111111
UTS & elong,Elongasi,F,3.0,2.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,42,128.66666666666666
UTS & elong,Elongasi,G,1.0,2.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,43,42.55555555555555
UTS & elong,Elongasi,G,2.0,2.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,44,56.99999999999999
UTS & elong,Elongasi,G,3.0,2.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,45,51.11111111111111
UTS & elong,Elongasi,H,1.0,2.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,46,113.33333333333331
UTS & elong,Elongasi,H,2.0,2.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,47,72.88888888888889
UTS & elong,Elongasi,H,3.0,2.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,48,97.0
UTS & elong,Elongasi,J,1.0,3.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,49,63.66666666666666
UTS & elong,Elongasi,J,2.0,3.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,50,36.666666666666664
UTS & elong,Elongasi,J,3.0,3.0,1.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,51,91.11111111111111
UTS & elong,Elongasi,K,1.0,3.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,52,45.55555555555556
UTS & elong,Elongasi,K,2.0,3.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,53,28.88888888888889
UTS & elong,Elongasi,K,3.0,3.0,2.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,54,45.888888888888886
UTS & elong,Elongasi,L,1.0,3.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,55,53.0
UTS & elong,Elongasi,L,2.0,3.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,56,53.666666666666664
UTS & elong,Elongasi,L,3.0,3.0,3.0,Gliserol,pengujian (ANOVA)_UTS_&_elong,UTS & elong,Gliserol,57,65.55555555555556
