Response,Interaction,Group 1,Group 2,Mean Difference,p-adjusted,Lower,Upper,Significant
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Gliserol,3.0_3.0_Sorbitol,-1.175,0.0,-1.5853,-0.7647,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,2.0_0.0_Gliserol,-1.5917,0.0,-2.002,-1.1813,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,2.0_0.0_Sorbitol,-6.075,0.0,-6.4853,-5.6647,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,2.0_1.0_Gliserol,-6.9361,0.0,-7.3464,-6.5258,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,2.0_1.0_Sorbitol,-5.925,0.0,-6.3353,-5.5147,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,2.0_2.0_Gliserol,-2.4917,0.0,-2.902,-2.0813,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,2.0_2.0_Sorbitol,-0.775,0.0,-1.1853,-0.3647,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,2.0_3.0_Gliserol,0.6417,0.0001,0.2313,1.052,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,2.0_3.0_Sorbitol,0.115,1.0,-0.2953,0.5253,False
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_0.0_Gliserol,-10.2139,0.0,-10.6242,-9.8036,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_0.0_Sorbitol,-10.7917,0.0,-11.202,-10.3813,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_1.0_Gliserol,-5.375,0.0,-5.7853,-4.9647,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_1.0_Sorbitol,-6.9417,0.0,-7.352,-6.5313,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_2.0_Gliserol,-0.705,0.0,-1.1153,-0.2947,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_2.0_Sorbitol,-1.0317,0.0,-1.442,-0.6213,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_3.0_Gliserol,0.7139,0.0,0.3036,1.1242,True
Kelarutan,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_3.0_Sorbitol,-0.4417,0.0224,-0.852,-0.0313,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_0.0_Sorbitol,-4.4833,0.0,-4.8937,-4.073,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_1.0_Gliserol,-5.3444,0.0,-5.7548,-4.9341,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_1.0_Sorbitol,-4.3333,0.0,-4.7437,-3.923,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_2.0_Gliserol,-0.9,0.0,-1.3103,-0.4897,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_2.0_Sorbitol,0.8167,0.0,0.4063,1.227,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_3.0_Gliserol,2.2333,0.0,1.823,2.6437,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_3.0_Sorbitol,1.7067,0.0,1.2963,2.117,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_0.0_Gliserol,-8.6222,0.0,-9.0325,-8.2119,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_0.0_Sorbitol,-9.2,0.0,-9.6103,-8.7897,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_1.0_Gliserol,-3.7833,0.0,-4.1937,-3.373,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_1.0_Sorbitol,-5.35,0.0,-5.7603,-4.9397,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_2.0_Gliserol,0.8867,0.0,0.4763,1.297,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_2.0_Sorbitol,0.56,0.0007,0.1497,0.9703,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_3.0_Gliserol,2.3056,0.0,1.8952,2.7159,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_3.0_Sorbitol,1.15,0.0,0.7397,1.5603,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_1.0_Gliserol,-0.8611,0.0,-1.2714,-0.4508,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_1.0_Sorbitol,0.15,0.9988,-0.2603,0.5603,False
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_2.0_Gliserol,3.5833,0.0,3.173,3.9937,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_2.0_Sorbitol,5.3,0.0,4.8897,5.7103,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_3.0_Gliserol,6.7167,0.0,6.3063,7.127,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_3.0_Sorbitol,6.19,0.0,5.7797,6.6003,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_0.0_Gliserol,-4.1389,0.0,-4.5492,-3.7286,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_0.0_Sorbitol,-4.7167,0.0,-5.127,-4.3063,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_1.0_Gliserol,0.7,0.0,0.2897,1.1103,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_1.0_Sorbitol,-0.8667,0.0,-1.277,-0.4563,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_2.0_Gliserol,5.37,0.0,4.9597,5.7803,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_2.0_Sorbitol,5.0433,0.0,4.633,5.4537,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_3.0_Gliserol,6.7889,0.0,6.3786,7.1992,True
Kelarutan,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_3.0_Sorbitol,5.6333,0.0,5.223,6.0437,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,2.0_1.0_Sorbitol,1.0111,0.0,0.6008,1.4214,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,2.0_2.0_Gliserol,4.4444,0.0,4.0341,4.8548,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,2.0_2.0_Sorbitol,6.1611,0.0,5.7508,6.5714,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,2.0_3.0_Gliserol,7.5778,0.0,7.1675,7.9881,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,2.0_3.0_Sorbitol,7.0511,0.0,6.6408,7.4614,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_0.0_Gliserol,-3.2778,0.0,-3.6881,-2.8675,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_0.0_Sorbitol,-3.8556,0.0,-4.2659,-3.4452,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_1.0_Gliserol,1.5611,0.0,1.1508,1.9714,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_1.0_Sorbitol,-0.0056,1.0,-0.4159,0.4048,False
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_2.0_Gliserol,6.2311,0.0,5.8208,6.6414,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_2.0_Sorbitol,5.9044,0.0,5.4941,6.3148,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_3.0_Gliserol,7.65,0.0,7.2397,8.0603,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_3.0_Sorbitol,6.4944,0.0,6.0841,6.9048,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,2.0_2.0_Gliserol,3.4333,0.0,3.023,3.8437,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,2.0_2.0_Sorbitol,5.15,0.0,4.7397,5.5603,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,2.0_3.0_Gliserol,6.5667,0.0,6.1563,6.977,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,2.0_3.0_Sorbitol,6.04,0.0,5.6297,6.4503,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_0.0_Gliserol,-4.2889,0.0,-4.6992,-3.8786,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_0.0_Sorbitol,-4.8667,0.0,-5.277,-4.4563,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_1.0_Gliserol,0.55,0.001,0.1397,0.9603,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_1.0_Sorbitol,-1.0167,0.0,-1.427,-0.6063,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_2.0_Gliserol,5.22,0.0,4.8097,5.6303,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_2.0_Sorbitol,4.8933,0.0,4.483,5.3037,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_3.0_Gliserol,6.6389,0.0,6.2286,7.0492,True
Kelarutan,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_3.0_Sorbitol,5.4833,0.0,5.073,5.8937,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,2.0_2.0_Sorbitol,1.7167,0.0,1.3063,2.127,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,2.0_3.0_Gliserol,3.1333,0.0,2.723,3.5437,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,2.0_3.0_Sorbitol,2.6067,0.0,2.1963,3.017,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_0.0_Gliserol,-7.7222,0.0,-8.1325,-7.3119,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_0.0_Sorbitol,-8.3,0.0,-8.7103,-7.8897,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_1.0_Gliserol,-2.8833,0.0,-3.2937,-2.473,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_1.0_Sorbitol,-4.45,0.0,-4.8603,-4.0397,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_2.0_Gliserol,1.7867,0.0,1.3763,2.197,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_2.0_Sorbitol,1.46,0.0,1.0497,1.8703,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_3.0_Gliserol,3.2056,0.0,2.7952,3.6159,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_3.0_Sorbitol,2.05,0.0,1.6397,2.4603,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,2.0_3.0_Gliserol,1.4167,0.0,1.0063,1.827,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,2.0_3.0_Sorbitol,0.89,0.0,0.4797,1.3003,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_0.0_Gliserol,-9.4389,0.0,-9.8492,-9.0286,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_0.0_Sorbitol,-10.0167,0.0,-10.427,-9.6063,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_1.0_Gliserol,-4.6,0.0,-5.0103,-4.1897,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_1.0_Sorbitol,-6.1667,0.0,-6.577,-5.7563,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_2.0_Gliserol,0.07,1.0,-0.3403,0.4803,False
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_2.0_Sorbitol,-0.2567,0.7297,-0.667,0.1537,False
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_3.0_Gliserol,1.4889,0.0,1.0786,1.8992,True
Kelarutan,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_3.0_Sorbitol,0.3333,0.2632,-0.077,0.7437,False
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,2.0_3.0_Sorbitol,-0.5267,0.002,-0.937,-0.1163,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_0.0_Gliserol,-10.8556,0.0,-11.2659,-10.4452,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_0.0_Sorbitol,-11.4333,0.0,-11.8437,-11.023,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_1.0_Gliserol,-6.0167,0.0,-6.427,-5.6063,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_1.0_Sorbitol,-7.5833,0.0,-7.9937,-7.173,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_2.0_Gliserol,-1.3467,0.0,-1.757,-0.9363,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_2.0_Sorbitol,-1.6733,0.0,-2.0837,-1.263,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_3.0_Gliserol,0.0722,1.0,-0.3381,0.4825,False
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_3.0_Sorbitol,-1.0833,0.0,-1.4937,-0.673,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_0.0_Gliserol,-10.3289,0.0,-10.7392,-9.9186,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_0.0_Sorbitol,-10.9067,0.0,-11.317,-10.4963,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_1.0_Gliserol,-5.49,0.0,-5.9003,-5.0797,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_1.0_Sorbitol,-7.0567,0.0,-7.467,-6.6463,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_2.0_Gliserol,-0.82,0.0,-1.2303,-0.4097,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_2.0_Sorbitol,-1.1467,0.0,-1.557,-0.7363,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_3.0_Gliserol,0.5989,0.0002,0.1886,1.0092,True
Kelarutan,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_3.0_Sorbitol,-0.5567,0.0008,-0.967,-0.1463,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_0.0_Sorbitol,-0.5778,0.0004,-0.9881,-0.1675,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_1.0_Gliserol,4.8389,0.0,4.4286,5.2492,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_1.0_Sorbitol,3.2722,0.0,2.8619,3.6825,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_2.0_Gliserol,9.5089,0.0,9.0986,9.9192,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_2.0_Sorbitol,9.1822,0.0,8.7719,9.5925,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_3.0_Gliserol,10.9278,0.0,10.5175,11.3381,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_3.0_Sorbitol,9.7722,0.0,9.3619,10.1825,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_1.0_Gliserol,5.4167,0.0,5.0063,5.827,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_1.0_Sorbitol,3.85,0.0,3.4397,4.2603,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_2.0_Gliserol,10.0867,0.0,9.6763,10.497,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_2.0_Sorbitol,9.76,0.0,9.3497,10.1703,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_3.0_Gliserol,11.5056,0.0,11.0952,11.9159,True
Kelarutan,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_3.0_Sorbitol,10.35,0.0,9.9397,10.7603,True
Kelarutan,CMC × PVA × Plasticizer,3.0_1.0_Gliserol,3.0_1.0_Sorbitol,-1.5667,0.0,-1.977,-1.1563,True
Kelarutan,CMC × PVA × Plasticizer,3.0_1.0_Gliserol,3.0_2.0_Gliserol,4.67,0.0,4.2597,5.0803,True
Kelarutan,CMC × PVA × Plasticizer,3.0_1.0_Gliserol,3.0_2.0_Sorbitol,4.3433,0.0,3.933,4.7537,True
Kelarutan,CMC × PVA × Plasticizer,3.0_1.0_Gliserol,3.0_3.0_Gliserol,6.0889,0.0,5.6786,6.4992,True
Kelarutan,CMC × PVA × Plasticizer,3.0_1.0_Gliserol,3.0_3.0_Sorbitol,4.9333,0.0,4.523,5.3437,True
Kelarutan,CMC × PVA × Plasticizer,3.0_1.0_Sorbitol,3.0_2.0_Gliserol,6.2367,0.0,5.8263,6.647,True
Kelarutan,CMC × PVA × Plasticizer,3.0_1.0_Sorbitol,3.0_2.0_Sorbitol,5.91,0.0,5.4997,6.3203,True
Kelarutan,CMC × PVA × Plasticizer,3.0_1.0_Sorbitol,3.0_3.0_Gliserol,7.6556,0.0,7.2452,8.0659,True
Kelarutan,CMC × PVA × Plasticizer,3.0_1.0_Sorbitol,3.0_3.0_Sorbitol,6.5,0.0,6.0897,6.9103,True
Kelarutan,CMC × PVA × Plasticizer,3.0_2.0_Gliserol,3.0_2.0_Sorbitol,-0.3267,0.2959,-0.737,0.0837,False
Kelarutan,CMC × PVA × Plasticizer,3.0_2.0_Gliserol,3.0_3.0_Gliserol,1.4189,0.0,1.0086,1.8292,True
Kelarutan,CMC × PVA × Plasticizer,3.0_2.0_Gliserol,3.0_3.0_Sorbitol,0.2633,0.6884,-0.147,0.6737,False
Kelarutan,CMC × PVA × Plasticizer,3.0_2.0_Sorbitol,3.0_3.0_Gliserol,1.7456,0.0,1.3352,2.1559,True
Kelarutan,CMC × PVA × Plasticizer,3.0_2.0_Sorbitol,3.0_3.0_Sorbitol,0.59,0.0003,0.1797,1.0003,True
Kelarutan,CMC × PVA × Plasticizer,3.0_3.0_Gliserol,3.0_3.0_Sorbitol,-1.1556,0.0,-1.5659,-0.7452,True
