Response,Source,df,Sum Sq,Mean Sq,F,p-value,Decision,Type
Elongasi,CMC,2.0,23916.440960654974,11958.220480327487,3.411474874950078,0.04173819376499317,Tolak H₀ (Signifikan),2
Elongasi,PVA,2.0,87755.44781936552,43877.72390968276,12.517560864020771,4.7607358325768356e-05,Tolak H₀ (Signifikan),2
Elongasi,Plasticizer,1.0,1183.708510663252,1183.708510663252,0.33769170337973814,0.5640640835455913,Gagal menolak H₀ (Tidak Signifikan),2
Elongasi,Residual,45.0,157738.20454199053,3505.293434266456,,,,2
