Response,Source,df,Sum Sq,Mean Sq,F,p-value,Decision,Type
WVTR,CMC,2.0,38.79713169112278,19.39856584556139,11.293446837792095,0.00010601702498220357,Tolak H₀ (Signifikan),2
WVTR,PVA,2.0,104.51004281805034,52.25502140902517,30.421800817071432,4.388618656058949e-09,Tolak H₀ (Signifikan),2
WVTR,Plasticizer,1.0,128.08046886289742,128.08046886289742,74.56581984351108,4.179867841643781e-11,Tolak H₀ (Signifikan),2
WVTR,Residual,45.0,77.29575173888402,1.7176833719752005,,,,2
