Response,Source,df,Sum Sq,Mean Sq,F,p-value,Decision,Type
FTL,CMC,2.0,29.489712345679678,14.744856172839839,867.3995987399585,2.105384294814802e-38,Tolak H₀ (Signifikan),2
FTL,PVA,3.0,916.2863574074058,305.4287858024686,17967.540893121448,3.3958055085478996e-73,Tolak H₀ (Signifikan),2
FTL,Plasticizer,1.0,1.247322376543064,1.247322376543064,73.37656713842652,3.114478011345132e-11,Tolak H₀ (Signifikan),2
FTL,CMC × PVA,6.0,205.6052629629629,34.26754382716049,2015.8659682441794,6.829340939432934e-56,Tolak H₀ (Signifikan),2
FTL,CMC × Plasticizer,2.0,8.474083641975078,4.237041820987539,249.25359273010622,4.441080681117388e-26,Tolak H₀ (Signifikan),2
FTL,PVA × Plasticizer,3.0,25.10969429012337,8.369898096707791,492.3782345162343,4.931561870371989e-36,Tolak H₀ (Signifikan),2
FTL,CMC × PVA × Plasticizer,6.0,22.170171913580205,3.6950286522633675,217.36843904992824,4.858409660382045e-33,Tolak H₀ (Signifikan),2
FTL,Residual,48.0,0.815948148148144,0.016998919753086334,,,,2
