Response,Source,df,Sum Sq,Mean Sq,F,p-value,Decision,Type
UTS,CMC,2.0,1.8260468284519271,0.9130234142259636,1.3146233036247026,0.2786910622544934,Gagal menolak H₀ (Tidak Signifikan),2
UTS,PVA,2.0,15.498724590565164,7.749362295282582,11.157974815186723,0.00011604517348887663,Tolak H₀ (Signifikan),2
UTS,Plasticizer,1.0,0.7567489654476873,0.7567489654476873,1.0896104190436482,0.30213286358103897,Gagal menolak H₀ (Tidak Signifikan),2
UTS,Residual,45.0,31.253100052984887,0.6945133345107752,,,,2
