Response,Interaction,Group 1,Group 2,Mean Difference,p-adjusted,Lower,Upper,Significant
FTL,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_0.0_Sorbitol,10.7917,0.0,10.3813,11.202,True
FTL,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_1.0_Gliserol,5.375,0.0,4.9647,5.7853,True
FTL,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_1.0_Sorbitol,6.9417,0.0,6.5313,7.352,True
FTL,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_2.0_Gliserol,0.705,0.0,0.2947,1.1153,True
FTL,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_2.0_Sorbitol,1.0317,0.0,0.6213,1.442,True
FTL,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_3.0_Gliserol,-0.7139,0.0,-1.1242,-0.3036,True
FTL,CMC × PVA × Plasticizer,1.0_3.0_Sorbitol,3.0_3.0_Sorbitol,0.4417,0.0224,0.0313,0.852,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_0.0_Sorbitol,4.4833,0.0,4.073,4.8937,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_1.0_Gliserol,5.3444,0.0,4.9341,5.7548,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_1.0_Sorbitol,4.3333,0.0,3.923,4.7437,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_2.0_Gliserol,0.9,0.0,0.4897,1.3103,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_2.0_Sorbitol,-0.8167,0.0,-1.227,-0.4063,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_3.0_Gliserol,-2.2333,0.0,-2.6437,-1.823,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,2.0_3.0_Sorbitol,-1.7067,0.0,-2.117,-1.2963,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_0.0_Gliserol,8.6222,0.0,8.2119,9.0325,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_0.0_Sorbitol,9.2,0.0,8.7897,9.6103,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_1.0_Gliserol,3.7833,0.0,3.373,4.1937,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_1.0_Sorbitol,5.35,0.0,4.9397,5.7603,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_2.0_Gliserol,-0.8867,0.0,-1.297,-0.4763,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_2.0_Sorbitol,-0.56,0.0007,-0.9703,-0.1497,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_3.0_Gliserol,-2.3056,0.0,-2.7159,-1.8952,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Gliserol,3.0_3.0_Sorbitol,-1.15,0.0,-1.5603,-0.7397,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_1.0_Gliserol,0.8611,0.0,0.4508,1.2714,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_1.0_Sorbitol,-0.15,0.9988,-0.5603,0.2603,False
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_2.0_Gliserol,-3.5833,0.0,-3.9937,-3.173,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_2.0_Sorbitol,-5.3,0.0,-5.7103,-4.8897,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_3.0_Gliserol,-6.7167,0.0,-7.127,-6.3063,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,2.0_3.0_Sorbitol,-6.19,0.0,-6.6003,-5.7797,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_0.0_Gliserol,4.1389,0.0,3.7286,4.5492,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_0.0_Sorbitol,4.7167,0.0,4.3063,5.127,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_1.0_Gliserol,-0.7,0.0,-1.1103,-0.2897,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_1.0_Sorbitol,0.8667,0.0,0.4563,1.277,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_2.0_Gliserol,-5.37,0.0,-5.7803,-4.9597,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_2.0_Sorbitol,-5.0433,0.0,-5.4537,-4.633,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_3.0_Gliserol,-6.7889,0.0,-7.1992,-6.3786,True
FTL,CMC × PVA × Plasticizer,2.0_0.0_Sorbitol,3.0_3.0_Sorbitol,-5.6333,0.0,-6.0437,-5.223,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,2.0_1.0_Sorbitol,-1.0111,0.0,-1.4214,-0.6008,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,2.0_2.0_Gliserol,-4.4444,0.0,-4.8548,-4.0341,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,2.0_2.0_Sorbitol,-6.1611,0.0,-6.5714,-5.7508,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,2.0_3.0_Gliserol,-7.5778,0.0,-7.9881,-7.1675,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,2.0_3.0_Sorbitol,-7.0511,0.0,-7.4614,-6.6408,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_0.0_Gliserol,3.2778,0.0,2.8675,3.6881,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_0.0_Sorbitol,3.8556,0.0,3.4452,4.2659,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_1.0_Gliserol,-1.5611,0.0,-1.9714,-1.1508,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_1.0_Sorbitol,0.0056,1.0,-0.4048,0.4159,False
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_2.0_Gliserol,-6.2311,0.0,-6.6414,-5.8208,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_2.0_Sorbitol,-5.9044,0.0,-6.3148,-5.4941,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_3.0_Gliserol,-7.65,0.0,-8.0603,-7.2397,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Gliserol,3.0_3.0_Sorbitol,-6.4944,0.0,-6.9048,-6.0841,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,2.0_2.0_Gliserol,-3.4333,0.0,-3.8437,-3.023,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,2.0_2.0_Sorbitol,-5.15,0.0,-5.5603,-4.7397,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,2.0_3.0_Gliserol,-6.5667,0.0,-6.977,-6.1563,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,2.0_3.0_Sorbitol,-6.04,0.0,-6.4503,-5.6297,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_0.0_Gliserol,4.2889,0.0,3.8786,4.6992,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_0.0_Sorbitol,4.8667,0.0,4.4563,5.277,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_1.0_Gliserol,-0.55,0.001,-0.9603,-0.1397,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_1.0_Sorbitol,1.0167,0.0,0.6063,1.427,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_2.0_Gliserol,-5.22,0.0,-5.6303,-4.8097,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_2.0_Sorbitol,-4.8933,0.0,-5.3037,-4.483,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_3.0_Gliserol,-6.6389,0.0,-7.0492,-6.2286,True
FTL,CMC × PVA × Plasticizer,2.0_1.0_Sorbitol,3.0_3.0_Sorbitol,-5.4833,0.0,-5.8937,-5.073,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,2.0_2.0_Sorbitol,-1.7167,0.0,-2.127,-1.3063,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,2.0_3.0_Gliserol,-3.1333,0.0,-3.5437,-2.723,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,2.0_3.0_Sorbitol,-2.6067,0.0,-3.017,-2.1963,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_0.0_Gliserol,7.7222,0.0,7.3119,8.1325,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_0.0_Sorbitol,8.3,0.0,7.8897,8.7103,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_1.0_Gliserol,2.8833,0.0,2.473,3.2937,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_1.0_Sorbitol,4.45,0.0,4.0397,4.8603,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_2.0_Gliserol,-1.7867,0.0,-2.197,-1.3763,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_2.0_Sorbitol,-1.46,0.0,-1.8703,-1.0497,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_3.0_Gliserol,-3.2056,0.0,-3.6159,-2.7952,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Gliserol,3.0_3.0_Sorbitol,-2.05,0.0,-2.4603,-1.6397,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,2.0_3.0_Gliserol,-1.4167,0.0,-1.827,-1.0063,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,2.0_3.0_Sorbitol,-0.89,0.0,-1.3003,-0.4797,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_0.0_Gliserol,9.4389,0.0,9.0286,9.8492,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_0.0_Sorbitol,10.0167,0.0,9.6063,10.427,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_1.0_Gliserol,4.6,0.0,4.1897,5.0103,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_1.0_Sorbitol,6.1667,0.0,5.7563,6.577,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_2.0_Gliserol,-0.07,1.0,-0.4803,0.3403,False
FTL,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_2.0_Sorbitol,0.2567,0.7297,-0.1537,0.667,False
FTL,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_3.0_Gliserol,-1.4889,0.0,-1.8992,-1.0786,True
FTL,CMC × PVA × Plasticizer,2.0_2.0_Sorbitol,3.0_3.0_Sorbitol,-0.3333,0.2632,-0.7437,0.077,False
FTL,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,2.0_3.0_Sorbitol,0.5267,0.002,0.1163,0.937,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_0.0_Gliserol,10.8556,0.0,10.4452,11.2659,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_0.0_Sorbitol,11.4333,0.0,11.023,11.8437,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_1.0_Gliserol,6.0167,0.0,5.6063,6.427,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_1.0_Sorbitol,7.5833,0.0,7.173,7.9937,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_2.0_Gliserol,1.3467,0.0,0.9363,1.757,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_2.0_Sorbitol,1.6733,0.0,1.263,2.0837,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_3.0_Gliserol,-0.0722,1.0,-0.4825,0.3381,False
FTL,CMC × PVA × Plasticizer,2.0_3.0_Gliserol,3.0_3.0_Sorbitol,1.0833,0.0,0.673,1.4937,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_0.0_Gliserol,10.3289,0.0,9.9186,10.7392,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_0.0_Sorbitol,10.9067,0.0,10.4963,11.317,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_1.0_Gliserol,5.49,0.0,5.0797,5.9003,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_1.0_Sorbitol,7.0567,0.0,6.6463,7.467,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_2.0_Gliserol,0.82,0.0,0.4097,1.2303,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_2.0_Sorbitol,1.1467,0.0,0.7363,1.557,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_3.0_Gliserol,-0.5989,0.0002,-1.0092,-0.1886,True
FTL,CMC × PVA × Plasticizer,2.0_3.0_Sorbitol,3.0_3.0_Sorbitol,0.5567,0.0008,0.1463,0.967,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_0.0_Sorbitol,0.5778,0.0004,0.1675,0.9881,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_1.0_Gliserol,-4.8389,0.0,-5.2492,-4.4286,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_1.0_Sorbitol,-3.2722,0.0,-3.6825,-2.8619,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_2.0_Gliserol,-9.5089,0.0,-9.9192,-9.0986,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_2.0_Sorbitol,-9.1822,0.0,-9.5925,-8.7719,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_3.0_Gliserol,-10.9278,0.0,-11.3381,-10.5175,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Gliserol,3.0_3.0_Sorbitol,-9.7722,0.0,-10.1825,-9.3619,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_1.0_Gliserol,-5.4167,0.0,-5.827,-5.0063,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_1.0_Sorbitol,-3.85,0.0,-4.2603,-3.4397,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_2.0_Gliserol,-10.0867,0.0,-10.497,-9.6763,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_2.0_Sorbitol,-9.76,0.0,-10.1703,-9.3497,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_3.0_Gliserol,-11.5056,0.0,-11.9159,-11.0952,True
FTL,CMC × PVA × Plasticizer,3.0_0.0_Sorbitol,3.0_3.0_Sorbitol,-10.35,0.0,-10.7603,-9.9397,True
FTL,CMC × PVA × Plasticizer,3.0_1.0_Gliserol,3.0_1.0_Sorbitol,1.5667,0.0,1.1563,1.977,True
FTL,CMC × PVA × Plasticizer,3.0_1.0_Gliserol,3.0_2.0_Gliserol,-4.67,0.0,-5.0803,-4.2597,True
FTL,CMC × PVA × Plasticizer,3.0_1.0_Gliserol,3.0_2.0_Sorbitol,-4.3433,0.0,-4.7537,-3.933,True
FTL,CMC × PVA × Plasticizer,3.0_1.0_Gliserol,3.0_3.0_Gliserol,-6.0889,0.0,-6.4992,-5.6786,True
FTL,CMC × PVA × Plasticizer,3.0_1.0_Gliserol,3.0_3.0_Sorbitol,-4.9333,0.0,-5.3437,-4.523,True
FTL,CMC × PVA × Plasticizer,3.0_1.0_Sorbitol,3.0_2.0_Gliserol,-6.2367,0.0,-6.647,-5.8263,True
FTL,CMC × PVA × Plasticizer,3.0_1.0_Sorbitol,3.0_2.0_Sorbitol,-5.91,0.0,-6.3203,-5.4997,True
FTL,CMC × PVA × Plasticizer,3.0_1.0_Sorbitol,3.0_3.0_Gliserol,-7.6556,0.0,-8.0659,-7.2452,True
FTL,CMC × PVA × Plasticizer,3.0_1.0_Sorbitol,3.0_3.0_Sorbitol,-6.5,0.0,-6.9103,-6.0897,True
FTL,CMC × PVA × Plasticizer,3.0_2.0_Gliserol,3.0_2.0_Sorbitol,0.3267,0.2959,-0.0837,0.737,False
FTL,CMC × PVA × Plasticizer,3.0_2.0_Gliserol,3.0_3.0_Gliserol,-1.4189,0.0,-1.8292,-1.0086,True
FTL,CMC × PVA × Plasticizer,3.0_2.0_Gliserol,3.0_3.0_Sorbitol,-0.2633,0.6884,-0.6737,0.147,False
FTL,CMC × PVA × Plasticizer,3.0_2.0_Sorbitol,3.0_3.0_Gliserol,-1.7456,0.0,-2.1559,-1.3352,True
FTL,CMC × PVA × Plasticizer,3.0_2.0_Sorbitol,3.0_3.0_Sorbitol,-0.59,0.0003,-1.0003,-0.1797,True
FTL,CMC × PVA × Plasticizer,3.0_3.0_Gliserol,3.0_3.0_Sorbitol,1.1556,0.0,0.7452,1.5659,True
